"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@CBSPolitics What is the strategy relating to the timing of Biden's entrance to the race? When can we expect a decision from him? #POL241",FALSE,0,"CBSPolitics",2015-09-07 19:55:55,FALSE,"640975947651514369","640976812407975937","18767699","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","politicsmiami15",0,FALSE,FALSE,NA,NA
"Kentucky clerk is asking courts for help #pol353",FALSE,0,NA,2015-09-07 19:46:04,FALSE,NA,"640974334446727168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaPollaJames",0,FALSE,FALSE,NA,NA
"Data isn't the solution to all life's problems #POL241 https://t.co/JvXl4TGzOp",FALSE,0,NA,2015-09-07 19:25:01,FALSE,NA,"640969036365475840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",0,FALSE,FALSE,NA,NA
"We need more of this helpful attitude in the world!! #pol241 https://t.co/TFy9M5saVB",FALSE,0,NA,2015-09-07 17:40:56,FALSE,NA,"640942841808711680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AtalieSofia",0,FALSE,FALSE,NA,NA
"Obama Signs Executive Order On Paid Sick Days http://t.co/Iiw3TWM4vn possibly a little forgiving.... #POL241",FALSE,1,NA,2015-09-07 17:39:30,FALSE,NA,"640942482474278914",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ejacobs97",0,FALSE,FALSE,NA,NA
"“@WSJ: More college students use marijuana daily, study finds http://t.co/FzxvrI8Neo” #POL241",FALSE,0,"WSJ",2015-09-07 16:04:49,FALSE,"640342789532819456","640918652171210752","3108351","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosemk97",0,FALSE,FALSE,NA,NA
"A reference to Martin Luther King Jr. in regards to Kim Davis' situation? #POL353 http://t.co/3Ho8SR5pXG",FALSE,0,NA,2015-09-07 02:09:09,FALSE,NA,"640708351735767040",NA,"<a href=""http://login.foxnews.com"" rel=""nofollow"">FOX News Login</a>","Cassady_Willi",0,FALSE,FALSE,NA,NA
"""Worst refugee crisis since World War II."" http://t.co/E9gDyYbGhY #POL353",FALSE,0,NA,2015-09-07 01:55:35,FALSE,NA,"640704936460816384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cassady_Willi",0,FALSE,FALSE,NA,NA
"Anyone see the collective action problem here? #POL241 http://t.co/l81xWwPMig",FALSE,0,NA,2015-09-06 17:18:25,FALSE,NA,"640574786691837952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",0,FALSE,FALSE,NA,NA
"Why does no one address the differences in gun violence worldwide? It would probably change our conversation #POL353 http://t.co/dkY6cOcFac",FALSE,0,NA,2015-09-05 14:57:53,FALSE,NA,"640177032572338176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","frannyblack4",0,FALSE,FALSE,NA,NA
